PLAN TYPE,PLAN NO,PLAN YEAR,CALENDAR YEAR,Plan,DESCRIPITION OF PLAN,# OF SHEETS,Project on File,LINK TO ELECTRONIC FILES
MS,19,1993,Jul-93,MS-19-1993,SUB'D.OF AMES CHRISTOPHER PROP.;413WATAUGA ST.,1,X,MS-19-1993
MS,19,1994,Jun-94,MS-19-1994,PROP.OF GETHSEMANE EVANG.LUTHERAN CHURCH (P-951),1,X,MS-19-1994
MS,19,1995,Jan-96,MS-19-1995,REV'D.LT'S & EAS'MT'S;2801ASHLAND ST.;WAYLAND HEIGHTS,2,X,MS-19-1995
MS,19,1996,Jul-97,MS-19-1996,PROP.SURV.FOR DOUGLAS Y. PERRY /MERRIL DRIVE,1,X,MS-19-1996
MS,19,1997,Jul-97,MS-19-1997,PROP. OF W.C.&L.W.HOLLINGSWORTH;3808CAPITAL BLVD.,1,X,MS-19-1997
MS,20,1989,Dec-88,MS-20-1989,LT'S.1;1A & B;CROSSWINDS SUB'D.SECT.2/8600WINDJAMMER,1,X,MS-20-1989
MS,20,1990,Jan-91,MS-20-1990,FURTHER SUB'D.OF THE FALLS;OPEN SPACE DEV. (P-922),1,X,MS-20-1990
MS,20,1992,Mar-93,MS-20-1992,WORTH FAMILY SUB'D.; 2300 BLK. OF WOODROW DR.(M-949),1,X,MS-20-1992
MS,20,1994,May-94,MS-20-1994,RECOMB.SURV.FOR C.W.HOLLAND;600 BLK.OF MARTIN ST,1,X,MS-20-1994
MS,20,1995,May-95,MS-20-1995,RECOMB.PLAT.PROP.OF P.T.&P.G.HOFER /LH&CS HAMMOND,2,X,MS-20-1995
MS,21,1988,Aug-88,MS-21-1988,SURV.FOR J.G.FISHER;1600 BLK.OLD LOUISBURG RD.(S-897),1,X,MS-21-1988
MS,21,1989,Sep-89,MS-21-1989,SUB'D.OF LT.12 INTO LT'S.12-A&12-B;HAMPTON HILLS SUB'D.,1,X,MS-21-1989
MS,21,1990,May-85,MS-21-1990,BOUND.&TOPO SURV. FOR NAT CANNADY&DEWY ROWLAND,1,X,MS-21-1990
MS,21,1991,1991,MS-21-1991,R/W DED.;ADDITION TO HIGHWOODS BOULEVARD (Q-1324),1,X,MS-21-1991
MS,21,1992,Jul-92,MS-21-1992,SPRINGFIELD COMMONS-900 BLK.SPRING FOREST RD(P-903),1,X,MS-21-1992
MS,21,1993,1993,MS-21-1993,MINOR SUB'D.PROP.OFHELEN F.M.LEARY/512E.JONES ST.,1,X,MS-21-1993
MS,21,1995,Aug-95,MS-21-1995,SUB'D.OF PROP.OFNIGEL B. BARROW;300BLK.LAKE BOONETR,1,X,MS-21-1995
MS,21,1997,5-Jun,MS-21-1997,SUB'D.OF PROP.OF VEOLA SMITH & JUAN SCIVALLY,1,X,MS-21-1997
MS,22,1995,Aug-95,MS-22-1995,LTS.84-B &84-C GULLEDGE/WEST SUB'D.3300 ALAMANCE DR.,2,X,MS-22-1995
MS,23,1988,Feb-88,MS-23-1988,R/W & REALIGNMENT OF HILBURN RD. (L-905;L-1073),2,X,MS-23-1988
MS,23,1989,Jun-90,MS-23-1989,RECOMB.;DED.;SUB'D.PATTERSON GREEN;CHAVIS WAY(D-179,1,X,MS-23-1989
MS,23,1990,Oct-90,MS-23-1990,RECOMB.MAP OFLT.C;WHITEOAK FOREST;TO LT'SC-1;C-2&C-3,1,X,MS-23-1990
MS,23,1992,Nov-92,MS-23-1992,WHITE SUB'D./ 2800 BLOCK; VAN DYKE AVE. (F-137),1,X,MS-23-1992
MS,23,1994,Aug-95,MS-23-1994,SURVEY FOR MILLIE RAVENEL SUB'D.  (K-831),1,X,MS-23-1994
MS,23,1995,Sep-95,MS-23-1995,MINOR SUB'D.;BENT TREE SOUTH;PHASE 2;LOTS 209 & 210,1,X,MS-23-1995
MS,23,1997,1/19996,MS-23-1997,WINCHESTER ; PHASE 2 REVISED,2,X,MS-23-1997
MS,24,1992,Sep-92,MS-24-1992,R/W DEDICATION MAP-PROP.OF D.F.CARDON&M.W.FERRELL,1,X,MS-24-1992
MS,24,1995,Jan-96,MS-24-1995,MIN.SUB'D.PROP.OF CLARK SMITH&GORDON SMITH;III,1,X,MS-24-1995
MS,25,1988,Mar-88,MS-25-1988,PROP.OF CHRISTIAN AND MISSIONARY ALLIANCE CH. (S-889),1,X,MS-25-1988
MS,25,1990,1990,MS-25-1990,TRINITY PRESBYTERIAN CHURCH;3100 BLK. NEW HOPE RD.,1,X,MS-25-1990
MS,25,1992,Nov-92,MS-25-1992,SUB'D.PROP.OF AL W.SARTIN;TR.2;EST.OFC.TROUTMAN(L-1162,1,X,MS-25-1992
MS,25,1994,Jun-94,MS-25-1994,RECOMB.SURV.OF W.E.GOODWIN PROP.;WAKE CO.PUB.SCH.,1,X,MS-25-1994
MS,25,1995,Sep-95,MS-25-1995,ADDITION TO WINDSOR PARK;900 BLK.; BRIGHTON RD.,1,X,MS-25-1995
MS,26,1992,Dec-92,MS-26-1992,SURV.& MAP FOR JOANN PIZER-FOX;1900 BLK.;AURORA DR.,1,X,MS-26-1992
MS,26,1994,Jul-94,MS-26-1994,SUB'D. SHAW UNIV. PROP.AT 2901 ROCK QUARRY RD.(V-472),1,X,MS-26-1994
MS,27,1988,Mar-88,MS-27-1988,R/W & SEWER EAS'MT.DED.MAP;PROP.OF S.J.CO. (Q-1175),1,X,MS-27-1988
MS,27,1990,Oct-90,MS-27-1990,SUB'D.MAP OF LOT A & B;HAYES BARTON PROPERTY (O-115),1,X,MS-27-1990
MS,27,1994,Apr-93,MS-27-1994,"R/W DED.MAP OF TRACT ""C"" ;S.&W. COMPANY/STRICKLAND R",1,X,MS-27-1994
MS,27,1995,Sep-95,MS-27-1995,PROP.OF E.G.LINDSAY;J.LINDSAY&J.GUARLIN;LT.42;GEORGET,1,X,MS-27-1995
MS,28,1993,Oct-93,MS-28-1993,SURV& SUB'D.FOR ROLLY & MARTHA T.BANNISTER(W-273;X-164,2,X,MS-28-1993
MS,28,1994,Oct-94,MS-28-1994,RECOMB.OF LT'S.1&4;NORTH BLVD.INDUST.CENTER  (Q-1522),1,X,MS-28-1994
MS,28,1995,Oct-95,MS-28-1995,SUBDIVISION OF LOT 3;SPRINGFIELD COMMONS,1,X,MS-28-1995
MS,29,1988,Mar-89,MS-29-1988,REV.OF LT'S 63-A & 63-B;ROYLENE AC.;H.M.FRALICK;JR(J-547),1,X,MS-29-1988
MS,29,1993,Aug-93,MS-29-1993,FINAL PLAT OF PROP.OF WAKE CO.BOARD OF ED. (Q-1417),1,X,MS-29-1993
MS,30,1995,Jan-94,MS-30-1995,KATE LAND SUBDIVISION,1,X,MS-30-1995
MS,31,1990,Mar-89,MS-31-1990,SUB'D.MAP;FOX GLEN SUB'D;PH.3;LOTS 1; 4 & 5 (S-999),1,X,MS-31-1990
MS,31,1994,Nov-94,MS-31-1994,MIN.SUB'D.HEIRS OF C.E.HOLDER & BLANCHE W.POOLE(T-899,1,X,MS-31-1994
MS,32,1995,Nov-95,MS-32-1995,LOT 2 ; WESTERN PARK / EAST PINELAND CIR.,1,X,MS-32-1995
MS,34,1994,Aug-94,MS-34-1994,SUB'D. PROP.OF N.C.STATE UNIV.ENDOWMENT BD.TRUSTEES,1,X,MS-34-1994
MS,35,1995,Apr-94,MS-35-1995,SUB'D.OF PROP.C.O.R.;CRNRS. S.HARRINGTON & E. MARTIN,1,X,MS-35-1995
MS,38,1994,Mar-94,MS-38-1994,R/W DED.MAP;MOUNT VERNON BAPT.CH.;FALLS O NEUSE RD.,1,X,MS-38-1994
MS,41,1994,1994,MS-41-1994,SUB'D.OF LOT 39 INTO 39R & 40;BAILEYCROFT SUB'D. (P-970),1,X,MS-41-1994
MS,43,1994,1994,MS-43-1994,MOUNTAINBROOK SUB'D.;C.O.R. & PRIV.EAS'MT'S. (P-995),1,X,MS-43-1994
MS,44,1994,Jan-95,MS-44-1994,MINOR SUB'D.; DAVID L. &SHARON B. WATSON;LT'S.12&12A,1,X,MS-44-1994
MS,45,1994,Nov-94,MS-45-1994,PROPOSED SUB'D. KURT J.OLSON & R.SARAH COMPTON(K-824,1,X,MS-45-1994
PA,1,1993,Jun-93,PA-1-1993,UTILITY EASEMENT FOR EXTRA ATTIC  (Y-503),1,X,PA-1-1993
PA,1,1996,1996,PA-1-1996,NORTH HILLS MALL PARKING STRUCTURE,14,X,PA-1-1996
PA,2,1996A,2002,PA-2-1996,NCSU CENTENNIAL CAMPUS - INFRASTRUCTURE PH 5 - ACCESS DRIVE,25,X,PA-2-1996
PA,2,1996B,2004,PA-2-1996,NCSU CENTENNIAL CAMPUS - UTE;STE;GRA;ERO;P&P,4,X,PA-2-1996
PA,2,1997,Oct-97,PA-2-1997,SUBDIVISION PLAT; PROPERTY OF MITCHELL T. MURPHY ,1,X,PA-2-1997
PA,3,1994,Mar-94,PA-3-1994,R/W DEDICATION PLAT FROM  ST.AUGUSTINES COLLEGE ( A-167 ),1,X,PA-3-1994
PA,3,1995,1995,PA-3-1995,WINDCHIME OFFICE PARK - FOLDER MISSING,,NO,
PA,4,1984,,PA-4-1984,FOLDER EMPTY,,NO,
PA,4,1986,Dec-85,PA-4-1986,CAMPUS NORTH AT SPRINGFIELD CENTER   (P-788),1,X,PA-4-1986
PA,4,1991,Jun-91,PA-4-1991,PLAT FOR STALLINGS OIL CO. ADDITIONAL R/W DEDICATION ,1,X,PA-4-1991
PA,4,1994,Mar-94,PA-4-1994,R/W DEDICATION MAP FOR ACME COMMERCIAL CORP. ( L-1301 ),1,X,PA-4-1994
PA,5,1990,Sep-90,PA-5-1990,RECOMB.OF LT'S.59-64OF W.W.COOK INTO LT.59R ;ST.EMP.CR.UNION,1,X,PA-5-1990
PA,5,1994,Mar-84,PA-5-1994,R/W DEDICATION MAP FOR BANNISTER SUBDIVISION ( W-277 ),1,X,PA-5-1994
PA,5,1996,Nov-95,PA-5-1996,CARDINAL CLINIC CHALLENGES DAYCARE SUBDIVISION PLAT,1,X,PA-5-1996
PA,6,1997,1997,PA-6-1997,DR J BUCKTHAL OFFICE - SITE PLAN,2,X,PA-6-1997
PA,7,1997,1997,PA-7-1997,SOMERSET CENTER II PARKING STRUCTURE,5,X,PA-7-1997
PA,9,1996,1996,PA-9-1996,BRIGHTON GARDENS,15,X,PA-9-1996
PA,10,1993,1-Jul,PA-10-1993,ENTERTAINMENT&SPORTS ARENA WATERLINE EXTENSION,43,X,PA-10-1993
PA,10,1995,1997,PA-10-1995,SINGLETON STREET WIDENING,1,X,PA-10-1995
PA,12,1990,Jun-90,PA-12-1990,SURVEY FOR CAROLINA POWER & LIGHT CO.8959-60 LITCHFORD RD.,1,X,PA-12-1990
PA,12,1994,Mar-87,PA-12-1994,REC.PLAT GREYSTONE BAPTIST CH./GREYSTONE VILLAGE (M-986),1,X,PA-12-1994
PA,12,1995,1996,PA-12-1995,FASHION CLEANERS,9,X,PA-12-1995
PA,12,1996,1996,PA-12-1996,TOWNE NORTH PLAZA,3,X,PA-12-1996
PA,12,1997,1997,PA-12-1997,HOME COMFORT - SITE PLAN - BUILDING / PARKING,2,X,PA-12-1997
PA,13,1988,Feb-89,PA-13-1988,RECOMB.OF PROP.OF YORK HANNOVER;S.SALISBURY ST. (C-291),1,X,PA-13-1988
PA,14,1990,Aug-91,PA-14-1990,BOUNDARY SURVEY OF NCNB / 5700 CREEDMOOR RD. (L-1112),1,X,PA-14-1990
PA,14,1994,Apr-94,PA-14-1994,PROPOSED SAN.SEW.EAS'MT.EXTENSION;PROP.C.T.CHILDERS(L-1289,1,X,PA-14-1994
PA,15,1996,1998,PA-15-1996,PADDINGTON STATION SHOPPING CENTER UTILITY P&P,4,X,PA-15-1996
PA,16,1994,Jul-94,PA-16-1994,PROP.OF W.F.BEAL;JR. & A.E.COOPER;ACCESS EAS'MT. (Q-1479),1,X,PA-16-1994
PA,17,1995,Aug-95,PA-17-1995,RECOMB.MAP OF LT'S.2&3;S.B.JONES;REV.TRUST;501 E.SIX FORKS R,1,X,PA-17-1995
PA,18,1991,Apr-91,PA-18-1991,7' R/W DED./PROP. OF GARY B. HESTER/GLENWOOD AVE.  (E-210),1,X,PA-18-1991
PA,18,1996,1996,PA-18-1996,W. MARTIN ST CONDOS - SITE PLAN,1,X,PA-18-1996
PA,18,1996,Jan-96,PA-18-1996,SITE PLAN WEST MARTIN STREET CONDOMINIUMS ;320 W.MARTIN ST.,1,X,PA-18-1996
PA,18,1997,1997,PA-18-1997,THE HERTZ CORP SALES CENTER,10,X,PA-18-1997
PA,19,1994,Apr-94,PA-19-1994,RECOMB.& BOUND.SURV./NORTH BOULEVARD BUSINESS PARK(Q-1448),1,X,PA-19-1994
PA,20,1995,Feb-95,PA-20-1995,RECOMB.SURV./SAN.SEW.RELOC.STONEHENGE PROFFESIONAL PARK,3,X,PA-20-1995
PA,21,1990,Mar-90,PA-21-1990,WAKE CO.PUB.SCH.SYS.;R/W EXTENSION WESTSIDE ST. MARY(E-207),1,X,PA-21-1990
PA,22,1992,Dec-92,PA-22-1992,SAN.SEW.EAS'MT.DED.THROUGH PROP.OF HARRIS WHOLESALE,1,X,PA-22-1992
PA,22,1994,Jan-96,PA-22-1994,RECOMB.&R/W DED.OF J.H.JACKSON PROP.5300 ATLANTIC AVE.,1,X,PA-22-1994
PA,22,1997,Jun-97,PA-22-1997,SUB'D.MAP OF LT.1;ATLANTIC CENTER SUB'D./ 4648 ATLANTIC AVE.,1,X,PA-22-1997
PA,25,1989,Apr-89,PA-25-1989,R/W DEDICATION MELVILLE DR./BROUGHTON FARMS SUB'D.(S-9270,1,X,PA-25-1989
PA,25,1995,Jun-95,PA-25-1995,JULIAN DRIVE TURN AROUND IN CONJUNCT.WITH 3200 ATLANTIC AVE.,1,X,PA-25-1995
PA,27,1989,Jun-89,PA-27-1989,SITE PLAN N.C. STATE BUREAU OF INV./LAB & OP'S BLDG'S (W-257),1,X,PA-27-1989
PA,27,1997,1997,PA-27-1997,WAKE MEDICAL CENTER SATELLITE OFFICE (CREEDMOOR RD),1,X,PA-27-1997
PA,28,1996,Aug-96,PA-28-1996,RECOMB.OF LT'S.3&5 BENT TREE OFF.PARK INTO LT'S.3R & 5R,1,X,PA-28-1996
PA,28,1997,1997,PA-28-1997,GALLERY PARK OFFICE PARK - MASTER SITE PLAN P&P,9,X,PA-28-1997
PA,29,1994,Jul-94,PA-29-1994,R/W DEDICATION PROP.OF FORUM LAND PARTNERS (M-987;M-988),2,X,PA-29-1994
PA,29,1996,1997,PA-29-1996,BP SERVICE CENTER - GORMAN STREET - STRIPING PLAN,1,X,PA-29-1996
PA,34,1992,Sep-92,PA-34-1992,R/W DEDICATION RALEIGH COMMUNITY HOSPITAL (Q-1368),1,X,PA-34-1992
PA,34,1994,Jul-94,PA-34-1994,STONEHENGE PROFESSIONAL PARK;1300 BLK.BRIDGEPORT DR(M-980),1,X,PA-34-1994
PA,34,1997,1999,PA-34-1997,BEST WESTERN HOTEL @ NEW BERN AVE - SITE; UT; RD; P&P,5,X,PA-34-1997
PA,34,1997A,1999,PA-34-1997,BEST WESTERN SAN SWR EXTENSION P&P,1,X,PA-34-1997
PA,35,1997,1998,PA-35-1997,CARDINAL GIBBONS HIGH SCHOOL - MASTER SITE PLAN - P&P,12,X,PA-35-1997
PA,36,1987,Jul-88,PA-36-1987,RECOMBINATION MAP;AFFORDABLE HOUSING SITE # 1 ; (D-171),1,X,PA-36-1987
PA,36,1996,1996,PA-36-1996,LA QUINTA INN (BLUE RIDGE RD),12,X,PA-36-1996
PA,36,1996,1996,PA-36-1996,SUMMIT PARK  ,5,X,PA-36-1996
PA,36,1996,Apr-95,PA-36-1996,LA QUINTA INN ; SUMMIT PARK ; CONSTRUCTION PLANS,17,X,PA-36-1996
PA,37,1993,Apr-94,PA-37-1993,LOT 15 & 16 ;PARK KNOLL VILLAGE R/W DED;PINE KNOLL DR.(Q-1465),1,X,PA-37-1993
PA,37,1997,1997,PA-37-1997,IN THE BEGINNING - SITE PLAN,1,X,PA-37-1997
PA,38,1992,Jun-92,PA-38-1992,BENT TREE PLAZA SITE PLAN;FALLS OF NEUSE & STRICKLAND RD'S,2,X,PA-38-1992
PA,38,1994,Sep-94,PA-38-1994,BOUNDARY SURV.& R/W DED.FOR INTERCHANGE PLAZA II (Y-529),1,X,PA-38-1994
PA,38,1995,Oct-94,PA-38-1995,R/W DED.FOR ST.JAMES METH. CH./ST.JAMES CH.RD&NEW HOPE RD,1,X,PA-38-1995
PA,40,1993,Jun-93,PA-40-1993,10'MULTI-PURP.EAS'MT.ACQUI.MAP;SALEM WOODS OFF.PK.CONDO'S,1,X,PA-40-1993
PA,41,1994,Aug-94,PA-41-1994,SUB'D.PLAT;PROP.OF DAVID R.COCKMAN;4400-4500 BLK.POOLE RD.,1,X,PA-41-1994
PA,42,1997,Apr-98,PA-42-1997,EAS'MT.DED.PLAT PROP.OF AVENT FERRY ASSOC.;3405 GREEK WAY,1,X,PA-42-1997
PA,44,1996,1996,PA-44-1996,NORTH BLVD CROSSING RETAIL DEV,6,X,PA-44-1996
PA,45,1987,Mar-87,PA-45-1987,SUB'D. OF PROPERTY OF CITY OF RALEIGH;SPRING FOREST RD(S-833),1,X,PA-45-1987
PA,45,1990,Apr-90,PA-45-1990,NORTHERN TELECOM;SAN.SEW.ABAND.&DED.OF NEW EAS'MT.(J-578),1,X,PA-45-1990
PA,45,1994,Oct-94,PA-45-1994,SURV.FOR WAKE CO.;R/W DED. HOLSTON LANE  (T-8950,1,X,PA-45-1994
PA,46,1993,Nov-93,PA-46-1993,R/W DED. PLAT;CREEDMOOR RD.& EDWARDS MILL RD. ( L-1362 ),1,X,PA-46-1993
PA,46,1997,1997,PA-46-1997,SIX FORKS OFFICE CENTER - P&P,7,X,PA-46-1997
PA,47,1987,May-88,PA-47-1987,CAPITAL ASSOC.;30'SAN.SEW.EAS'MT./NANCY ANN DR. (K-705),1,X,PA-47-1987
PA,47,1994,Apr-97,PA-47-1994,RABON OFFICE BUILDING;SIX FORKS RD./WATER & SEWER(P-990-1-2),2,X,PA-47-1994
PA,47,1996,1996,PA-47-1996,BOWMAN ANIMAL CLINIC,1,X,PA-47-1996
PA,47,1999,Jun-97,PA-47-1999,RABON OFFICE BUILDING;SIX FORKS RD./WATER & SEWER REVISED,2,X,PA-47-1999
PA,48,1987,Feb-87,PA-48-1987,PROP. OF CLARK BROTHERS;20'SEWER EAS'MT.;1809 NEW BERN AVE,1,X,PA-48-1987
PA,49,1996,1996,PA-49-1996,TOLER OFFICE CONDOS,1,X,PA-49-1996
PA,49,1997,1997,PA-49-1997,MONRO MUFFLER - SITE PLAN / LOT / GRADING,8,X,PA-49-1997
PA,51,1989,Jun-89,PA-51-1989,R/W DEDICATION MITCHELL FUNERAL HOME;606 GASTON ST. (E-203),1,X,PA-51-1989
PA,52,1990,Apr-90,PA-52-1990,R/W DED.McDONALDS CORP;E.MILLBROOK RD. & ATLANTIC AVE,1,X,PA-52-1990
PA,52,1992,Mar-92,PA-52-1992,FALLS FASHION SH.CTR.;FALLS OF NEUSE RD.&OLD WAKE FOREST ,1,X,PA-52-1992
PA,52,1995,May-97,PA-52-1995,REV.SUB'D.;LOT 1 A OLDE RALEIGH COMMERCIAL,1,X,PA-52-1995
PA,54,1996,1996,PA-54-1996,CIRCUIT CITY GLENWOOD AVE,5,X,PA-54-1996
PA,55,1988,Oct-88,PA-55-1988,RECOMB.SURV.PROP.WIDGEON ASSOC.5800&5900 BLK.DURALEIGH RD,1,X,PA-55-1988
PA,55,1993,1993,PA-55-1993,R/W DEDICATION PLAT HOMEWOOD OFFICE PARK ( P-930 ),1,X,PA-55-1993
PA,57,1994,Jun-93,PA-57-1994,ADDIT.&RENOV.TO THE RALEIGH CIVIC& CONVENTION CENTER(U-1460,8,X,PA-57-1994
PA,58,1994,Jul-94,PA-58-1994,SUBDIVISION PLAT; 2300 BLK. SPRING FOREST RD. (Q-15510,1,X,PA-58-1994
PA,58,1995,1996,PA-58-1995,BLUE RIDGE MEDICAL CENTER ii,11,X,PA-58-1995
PA,59,1994,Aug-96,PA-59-1994,UTILITY PLAN;CIRCUIT CITY;GLENWOOD AVE.& CREEDMOOR RD ,2,X,PA-59-1994
PA,59,1997,1997,PA-59-1997,SUB'D.MAP OF DR.TOM PEZDEK PROP.; LT.1 & 2;SUNSET RIDGE RD.,2,X,PA-59-1997
PA,60,1989,Jul-89,PA-60-1989,BOUNDARY PLAT;PROP.OF C. P.FOWLER;MT.HERMAN RD. (L-980),1,X,PA-60-1989
PA,60,1995,1996,PA-60-1995,SUMMIT PARK - P&P,10,X,PA-60-1995
PA,61,1988,Nov-88,PA-61-1988,R/W ACQUIS.& RECOMB.OF BFD ASSOC.;MILLBROOK RD(Q-1196;Q-1216,2,X,PA-61-1988
PA,61,1991,5-Jun,PA-61-1991,R/W DED.SURV.OF LT.4;LEESVILLE RD.AT FAIRBANKS DR.SUB'D(L-1137,1,X,PA-61-1991
PA,61,1993,Apr-94,PA-61-1993,K&K INVESTMENT CO.;RECOMBINATION MAP;OBERLIN RD. (F-138),1,X,PA-61-1993
PA,62,1985,Jun-85,PA-62-1985,THE SUMMIT AT AVENT FERRY;PH.2 (Y-424-1),1,X,PA-62-1985
PA,62,1989,Nov-89,PA-62-1989,RECOMB.SURV.FOR MULTI-LEVEL PARKING DECK NO.2  (B-228),1,X,PA-62-1989
PA,62,1992,Aug-94,PA-62-1992,BUILDINGS 1-5; HARGETT OAKS TOWNHOMES;PH.II (D-186;D-186R),2,X,PA-62-1992
PA,62,1994,Jan-95,PA-62-1994,SURV.FOR LCL CORP.PROPOSED BURGER KING;R/W DED.  (Y-537),1,X,PA-62-1994
PA,64,1991,1991,PA-64-1991,R/W DED.& SURV.OF LT.4;LEESVILLE RD.@FAIRBANKS DR.SUB'D.,1,X,PA-64-1991
PA,64,1992,Feb-93,PA-64-1992,PROP.OF DR.CONSTANCE R. BATTLE;1611 MILLBROOK RD.(Q-1384),1,X,PA-64-1992
PA,64,1995,1995,PA-64-1995,FALLS RIVER,9,X,PA-64-1995
PA,64,1995,1995,PA-64-1995,FALLS RIVER - RAVEN RIDGE RD,9,X,PA-64-1995
PA,64,1995A,2004,PA-64-1995,FALLS RIVER TOWN CNTR TWO - STE;GRA;DR;UTE;L/S;ERO;SS;P&P,15,X,PA-64-1995
PA,64,1995AR,2004,PA-64-1995,FALLS RIVER TOWN CNTR TWO - UTILITY REVISION         UTE,1,X,PA-64-1995
PA,66,1990,Sep-90,PA-66-1990,R/W DED.PROP.OF R. H.& LANA S.WILLIAMS;6120 DURALEIGH RD. ,2,X,PA-66-1990
PA,66,1995,1996,PA-66-1995,BAILEYWICK RD YMCA PH1,6,X,PA-66-1995
PA,67,1995,1996,PA-67-1995,TARGET (US 70),2,X,PA-67-1995
PA,68,1994,Aug-95,PA-68-1994,R/W DED.SURV.FOR S.M.LONGIOTTI;4300 CRABTREE VALLEY AVE.,1,X,PA-68-1994
PA,68,1995,1996,PA-68-1995,CRABTREE VALLEY MALL HOMEWOOD SIUTES,12,X,PA-68-1995
PA,69,1989,Nov-89,PA-69-1989,SUB'D.PLAT;TIMBER RIDGE ASSOC.;LT'S. 9 & 10 (Q-1242),1,X,PA-69-1989
PA,69,1995,1996,PA-69-1995,MORNING STAR MINI STORAGE (US 70),1,X,PA-69-1995
PA,69,1996,1996,PA-69-1996,BASHFORD RIDGE  ,9,X,PA-69-1996
PA,69,1996R,1997,PA-69-1996,BASHFORD RIDGE - REVISION - LOT LAYOUT; SITE PLAN,1,X,PA-69-1996
PA,70,1988,Nov-88,PA-70-1988,LOT 7; BROUGHTON FARMS;5405 OAK FOREST DR. (S-909),1,X,PA-70-1988
PA,70,1989,Oct-87,PA-70-1989,RECOMB.OF LT'S.3;4&5;WAKE CO.HOSP.SYS.;2915 FALSTAFF RD.(T-754,1,X,PA-70-1989
PA,70,1993,Nov-93,PA-70-1993,R/W DED.;PROP.OF NATIONS BANK;6300 FALLS OF NEUSE RD.(Q-1475,1,X,PA-70-1993
PA,70,1994,Aug-97,PA-70-1994,WESTGATE INDUST.PARK(L-1483)/REXWOODS(K-836)/WESTWINDS(L-1265,7,X,PA-70-1994
PA,71,1994,Nov-94,PA-71-1994,EAS'MT.PLAT PROP.OF MAYLON H.FOWLER;MT.HERMAN RD.(L-1380),1,X,PA-71-1994
PA,71,1995,Sep-95,PA-71-1995,WAKE TOWNE CENTER SUB'D.;WAKE TOWNE DR.,1,X,PA-71-1995
PA,72,1988,Sep-88,PA-72-1988,RECOMB.SURV.FOR TAMMY LYNN MEMORIAL FOUNDATION;INC.(Y-452),1,X,PA-72-1988
PA,72,1996,1996,PA-72-1996,MICROTEL HOTEL & MONTAGUE PROPERTY,9,X,PA-72-1996
PA,72,1996,Dec-96,PA-72-1996,SITE PLAN FOR MICROTEL HOTEL&MONTAGUE PROP.;NEW BERN AVE   19,19,X,PA-72-1996
PA,72,1996R,1998,PA-72-1996,MICROTEL HOTEL & MONTAGUE PROPERTY - SITE; ERO; UTIL - REVISION,9,X,PA-72-1996
PA,73,1988,Nov-88,PA-73-1988,RECOMB.MAP OF LT'S. ALONG RONALD DR.;LT.1-3  (Q-1205),1,X,PA-73-1988
PA,73,1990,Apr-90,PA-73-1990,RECOMB.MAP RALEIGH RAQUET CLUB;5516 FALLS OF NEUSE RD.,1,X,PA-73-1990
PA,74,1994,Nov-95,PA-74-1994,R/W DED.PLAT FOR LA-Z-BOY PROPERTY AT TRACT 1-B;(P-983),1,X,PA-74-1994
PA,74,1995,1996,PA-74-1995,TRIANGLE BANK - ROAD WIDENING,3,X,PA-74-1995
PA,74,1995,1996,PA-74-1995,J MILLS M DONNELL & TRIANGLE BANK,1,X,PA-74-1995
PA,75,1995,Jul-95,PA-75-1995,R/W DEDICATION;TRIANGLE BANK;4600 GLENWOOD AVE.,4,X,PA-75-1995
PA,76,1990,Sep-90,PA-76-1990,SUB'D.OF CSX TRANSPORTATION;INC.PROP.;4300 TARHEEL DR.(Q-1269),1,X,PA-76-1990
PA,76,1996,1997,PA-76-1996,HARVEST PLAZA (N/E HARVEST PLAZA @ LEAD MINE),7,X,PA-76-1996
PA,78,1996,1997,PA-78-1996,RAY PRICE HARLEY DAVIDSON  ,9,X,PA-78-1996
PA,78,1996R,1998,PA-78-1996,RAY PRICE HARLEY DAVIDSON - UTILITY; SITE; ERO - REVISED,10,X,PA-78-1996
PA,79,1996,1998,PA-79-1996,THE AMERICA CENTER - LOT; SITE; UTILITY,6,X,PA-79-1996
PA,82,1996,1998,PA-82-1996,PHILLIPS 66 COMPANY - SITE PLAN; TOPO; UTILITY,4,X,PA-82-1996
PA,85,1990,Nov-91,PA-85-1990,R/W DED.& SAN.SEW.EAS'MT.;PROP.OF IMPORT CAR CENTER;INC.,1,X,PA-85-1990
PA,85,1995,1996,PA-85-1995,NORTH RALEIGH DISTRIBUTION CENTER,3,X,PA-85-1995
PA,85,1995,Feb-96,PA-85-1995,NORTH RALEIGH DISTRIBUTION CENTER;5212 OLD WAKE FOREST RD.,3,X,PA-85-1995
PA,86,1990,Sep-90,PA-86-1990,BOUND.SURV.PROP.OFW.S.DUNN;ET.AL.;436 SALISBURY ST.(C-299),1,X,PA-86-1990
PA,88,1990,1989,PA-88-1990,NORTH RALEIGH INDUSTRIAL DEV.;RECOMB.LT'S7;8&9;LT. 8 R/W DED.,2,X,PA-88-1990
PA,89,1989,Sep-89,PA-89-1989,SURV.FOR FIRST CITIZENS BANK&TRUST CO.;100BLK.E.DAVIE ST.,1,X,PA-89-1989
PA,90,1988,Sep-88,PA-90-1988,R/W DED.KAISER PERMANENTE MED.OFFICE SITE   (K-724),1,X,PA-90-1988
